id,latitude,longitude
92267,33.679084,-116.175945
92265,10.542866,-84.452722
92260,39.911702,-75.29217
92259,39.911702,-75.29217
92257,17.296702,-62.721936
92256,35.148486,-92.554843
92253,20.791154,-156.338121
92219,-34.421229,19.240099
92218,-33.919089,18.421985
92213,-2.037896,29.190998
92212,-1.521131,35.337406
92209,43.055125,-79.010081
92206,39.587815,2.633896
92200,21.302736,-71.633215
92199,51.045,-114.0572222
92197,17.49766,-88.203503
92196,21.302736,-71.633215
92192,21.302736,-71.633215
92191,17.200542,-88.707071
92186,17.200542,-88.707071
92185,17.200542,-88.707071
92184,17.200542,-88.707071
92183,21.302736,-71.633215
92182,13.898624,-60.96732
92181,13.898624,-60.96732
92180,13.898624,-60.96732
92179,13.898624,-60.96732
92169,39.911702,-75.29217
92159,22.058173,-159.524463
92158,21.459325,-157.973881
92157,21.459325,-157.973881
92154,21.459325,-157.973881
92153,20.790614,-156.33689
92152,22.058173,-159.524463
92151,22.058173,-159.524463
92144,40.387689,-3.557382
92142,24.573206,73.738516
92140,33.640863,-84.418352
92131,22.484373,79.714154
92127,22.484373,79.714154
92126,51.121536,10.400847
92123,49.666469,-112.788676
92122,51.164465,-115.562898
92120,51.121536,10.400847
92119,45.140101,16.427977
92118,43.529151,12.16203
92108,19.598514,-155.518552
92098,21.459325,-157.973881
92097,22.058173,-159.524463
92094,36.885887,-88.773196
92093,40.387689,-3.557382
92091,51.506426,-0.127183
92088,51.498067,-0.174058
92074,34.036518,-118.687958
92073,35.285517,-120.662517
92071,36.272484,-121.811139
92070,17.200542,-88.707071
92069,17.200542,-88.707071
92068,17.200542,-88.707071
92067,17.200542,-88.707071
92065,17.200542,-88.707071
92064,17.200542,-88.707071
92061,17.200542,-88.707071
92060,17.200542,-88.707071
92054,44.167968,17.7879
92053,34.051249,-118.254143
92049,53.348069,-6.248268
92047,47.638025,-122.294083
92046,53.348069,-6.248268
92045,45.539267,-122.630645
92044,40.803269,-124.159524
92043,54.068129,-8.192312
92042,35.712447,-83.515761
92028,22.484373,79.714154
92021,22.279159,114.157062
92020,21.001386,-156.664191
92017,20.791154,-156.338121
92015,20.791154,-156.338121
92014,53.348069,-6.248268
92010,53.348069,-6.248268
92000,20.791154,-156.338121
91997,13.898624,-60.96732
91994,12.710887,104.916856
91990,41.48871,-71.454315
91985,41.48871,-71.454315
91980,36.167834,-86.778155
91979,-45.031445,168.663285
91978,13.898624,-60.96732
91970,21.304849,-157.857747
91968,21.304849,-157.857747
91967,21.304849,-157.857747
91966,21.304849,-157.857747
91965,21.878717,-159.46018
91964,40.646868,-122.360684
91958,21.304849,-157.857747
91942,31.924895,85.787609
91941,13.753343,100.504826
91940,13.753343,100.504826
91939,9.955527,76.292776
91938,13.753343,100.504826
91937,9.955527,76.292776
91936,39.911702,-75.29217
91935,46.872776,-113.996228
91934,38.501984,-122.997958
91929,38.29188,-122.457244
91926,39.911702,-75.29217
91925,36.171906,-115.139963
91924,39.911702,-75.29217
91922,39.911702,-75.29217
91921,39.911702,-75.29217
91920,39.911702,-75.29217
91919,39.911702,-75.29217
91918,36.112763,-115.173964
91917,39.911702,-75.29217
91916,36.085993,-115.150536
91912,13.898624,-60.96732
91911,13.898624,-60.96732
91910,13.898624,-60.96732
91904,13.898624,-60.96732
91901,13.898624,-60.96732
91900,13.898624,-60.96732
91899,13.898624,-60.96732
91896,33.746853,-84.379357
91892,22.058039,-159.524328
91891,33.435389,-112.024668
91890,53.185093,-8.146848
91881,59.717949,10.836225
91880,53.185093,-8.146848
91877,53.185093,-8.146848
91876,53.185093,-8.146848
91875,40.415318,-3.688716
91874,54.815446,-7.635599
91865,37.387906,-6.001959
91861,37.387906,-6.001959
91860,37.387906,-6.001959
91859,37.387906,-6.001959
91839,53.348069,-6.248268
91838,51.898336,-8.472784
91837,39.679952,-7.968658
91822,46.800206,8.229188
91821,13.733005,-88.866495
91820,9.940859,-84.095893
91819,40.492195,-4.16671
91818,53.185093,-8.146848
91817,40.492195,-4.16671
91815,40.492195,-4.16671
91814,40.492195,-4.16671
91813,40.492195,-4.16671
91812,40.492195,-4.16671
91811,40.492195,-4.16671
91810,53.185093,-8.146848
91809,40.492195,-4.16671
91808,40.492195,-4.16671
91805,9.929744,-84.085688
91800,53.348069,-6.248268
91799,34.430229,-119.865092
91796,55.204757,-6.523143
91794,20.878157,-156.677666
91793,54.942154,-6.860533
91789,33.903862,-80.893749
91787,34.196863,-119.235975
91786,-17.739649,177.466317
91780,34.430229,-119.865092
91777,13.898624,-60.96732
91775,13.898624,-60.96732
91774,13.898624,-60.96732
91763,13.898624,-60.96732
91762,13.898624,-60.96732
91756,20.791154,-156.338121
91755,13.898624,-60.96732
91754,13.898624,-60.96732
91753,13.898624,-60.96732
91752,13.898624,-60.96732
91750,33.943297,-118.408114
91749,30.267597,-97.742973
91748,37.387906,-6.001959
91746,53.776478,-130.437122
91745,33.752773,-84.424838
91744,29.884743,-97.671925
91743,61.217559,-149.858375
91741,30.392932,-86.495769
91740,60.941036,-149.1727
91739,30.392932,-86.495769
91738,30.392932,-86.495769
91737,21.459325,-157.973881
91736,19.640122,-155.995674
91735,19.517446,-155.920153
91734,39.044852,-107.966825
91733,20.878157,-156.677666
91732,30.392932,-86.495769
91731,20.782115,-156.463112
91730,20.794187,-156.484124
91729,59.179666,-2.818285
91728,30.392932,-86.495769
91726,20.790614,-156.33689
91725,30.267597,-97.742973
91724,22.058039,-159.524328
91722,63.673467,-150.008888
91721,63.673467,-150.008888
91714,62.321959,-150.104864
91711,9.929744,-84.085688
91710,37.365697,-121.924659
91709,18.897321,-70.499999
91703,49.076105,1.530639
91701,30.285397,-97.72728
91700,20.790614,-156.33689
91699,18.225063,-66.478906
91698,41.903044,12.495799
91695,49.749158,4.608959
91693,52.079698,4.337102
91692,-29.002117,25.080406
91689,60.112356,-149.442913
91688,21.878717,-159.46018
91687,21.878717,-159.46018
91686,21.878717,-159.46018
91684,-29.002117,25.080406
91681,-29.002117,25.080406
91679,-29.002117,25.080406
91678,-29.002117,25.080406
91676,-29.002117,25.080406
91673,0.606025,37.816989
91672,0.606025,37.816989
91671,0.606025,37.816989
91670,32.091553,-82.885198
91669,0.606025,37.816989
91668,1.277324,32.389979
91667,40.714545,-74.007112
91666,18.459454,-66.262556
91664,-6.296605,34.811765
91663,19.428744,-155.253657
91655,21.459325,-157.973881
91638,37.976146,23.736409
91635,29.958143,-90.064264
91633,29.943874,-90.025322
91632,43.211786,-3.748508
91629,29.943874,-90.025322
91628,41.06073,28.987763
91626,22.484373,79.714154
91624,22.484373,79.714154
91622,32.505804,-80.804035
91620,41.003318,28.978088
91619,41.06073,28.987763
91618,45.539267,-122.630645
91617,36.115876,-97.081166
91616,45.526987,-122.676549
91615,49.272939,-123.10086
91613,28.807725,-81.562563
91609,-31.636656,-60.711992
91602,49.260376,-123.113355
91601,45.481368,-122.781616
91597,28.608409,77.233833
91594,22.484373,79.714154
91592,43.70996,10.399446
91590,26.251923,72.998564
91589,24.573206,73.738516
91588,44.156949,9.682599
91587,15.362576,74.054291
91586,35.116015,-82.645455
91578,13.994143,-61.006863
91577,13.8033167,-61.0669688
91576,43.529151,12.16203
91571,-8.354976,115.115897
91568,22.058039,-159.524328
91566,21.938787,-159.408032
91550,22.058039,-159.524328
91541,22.058039,-159.524328
91540,22.209598,-159.507162
91539,47.783548,-121.932556
91535,53.348069,-6.248268
91533,38.889818,-77.010566
91532,38.889818,-77.010566
91531,38.889818,-77.010566
91530,38.889818,-77.010566
91529,20.790614,-156.33689
91528,-17.928389,25.837937
91526,44.568044,-110.38836
91525,20.790614,-156.33689
91522,39.961989,-83.002742
91501,-33.919089,18.421985
91500,41.664845,43.904441
91495,-33.919089,18.421985
91493,37.797254,-122.466065
91492,21.400188,-157.732746
91491,34.120057,-118.350892
91485,44.568044,-110.38836
91484,40.864771,-73.638335
91483,39.961989,-83.002742
91482,37.797254,-122.466065
91481,40.373517,-3.73983
91480,52.30942,4.760029
91477,20.83516,-156.927083
91476,47.638025,-122.294083
91475,36.398259,25.436166
91474,37.976146,23.736409
91473,51.819825,4.606076
91472,41.903044,12.495799
91471,43.782364,11.254983
91466,20.878157,-156.677666
91464,20.794187,-156.484124
91463,20.878157,-156.677666
91462,20.790614,-156.33689
91461,20.790614,-156.33689
91460,21.459325,-157.973881
91459,21.459325,-157.973881
91457,21.459325,-157.973881
91455,21.459325,-157.973881
91436,47.587084,14.141279
91435,15.130554,101.017826
91434,9.504791,99.994025
91433,50.360794,7.592767
91432,47.116777,11.685779
91431,21.459325,-157.973881
91430,21.459325,-157.973881
91421,13.753343,100.504826
91419,14.350726,100.583707
91417,13.753343,100.504826
91415,13.753343,100.504826
91414,-9.171277,-74.356799
91412,7.889969,98.388458
91399,43.938807,-120.558582
91398,25.776148,-80.25794
91397,49.270635,-123.100572
91396,43.363869,6.556929
91394,41.903044,12.495799
91393,28.381438,-81.566094
91390,21.459325,-157.973881
91389,19.899098,-155.127506
91387,21.459325,-157.973881
91385,21.459325,-157.973881
91379,19.536882,-155.053557
91378,15.130554,101.017826
91370,20.790614,-156.33689
91369,20.790614,-156.33689
91368,20.878157,-156.677666
91366,20.790614,-156.33689
91365,39.325314,-74.517948
91364,43.529151,12.16203
91363,43.529151,12.16203
91361,43.459561,11.135813
91359,22.756531,86.626016
91352,41.903044,12.495799
91351,20.782115,-156.463112
91350,22.058173,-159.524463
91348,21.459325,-157.973881
91347,21.459325,-157.973881
91346,21.459325,-157.973881
91342,-6.809912,106.769146
91341,18.766999,99.026154
91339,18.766999,99.026154
91338,39.060864,35.177757
91337,-33.869594,151.206953
91336,41.903044,12.495799
91335,41.664845,43.904441
91333,41.664845,43.904441
91310,-33.919089,18.421985
91306,43.782364,11.254983
91305,43.782364,11.254983
91304,32.091553,-82.885198
91296,41.903044,12.495799
91294,43.325476,11.330702
91291,43.325476,11.330702
91290,10.542866,-84.452722
91289,10.542866,-84.452722
91287,43.529151,12.16203
91285,10.542866,-84.452722
91284,10.542866,-84.452722
91283,33.576131,-85.240823
91281,32.080908,-81.091181
91279,21.974888,-159.368587
91277,51.132435,-114.004923
91269,39.347512,22.571618
91268,43.529151,12.16203
91267,41.903044,12.495799
91259,41.903044,12.495799
91254,10.542866,-84.452722
91252,10.542866,-84.452722
91250,53.185093,-8.146848
91249,53.944633,-2.550578
91248,24.676599,-78.055486
91247,55.204757,-6.523143
91246,10.542866,-84.452722
91244,10.542866,-84.452722
91243,41.884244,-87.632444
91242,39.841042,-79.921754
91241,55.204757,-6.523143
91239,26.719097,-82.261408
91238,26.47583,-82.14124
91237,41.884244,-87.632444
91236,54.951875,-7.730874
91232,53.479589,-2.248735
91230,31.477035,-97.201729
91229,36.398259,25.436166
91226,33.762303,-84.394008
91225,20.791154,-156.338121
91224,28.381144,-81.50729
91223,10.542866,-84.452722
91222,10.542866,-84.452722
91220,10.542866,-84.452722
91219,43.792575,-110.844677
91215,10.542866,-84.452722
91213,53.348069,-6.248268
91211,20.790614,-156.33689
91210,20.794187,-156.484124
91208,20.790614,-156.33689
91207,20.790614,-156.33689
91205,20.790614,-156.33689
91204,53.273878,-9.048344
91203,20.790614,-156.33689
91202,20.794187,-156.484124
91201,20.790614,-156.33689
91200,9.717559,-85.041684
91198,20.790614,-156.33689
91196,43.973739,-104.405966
91195,53.348069,-6.248268
91194,43.973739,-104.405966
91193,9.929744,-84.085688
91190,53.348069,-6.248268
91189,39.615514,3.1118
91187,39.615514,3.1118
91186,44.568044,-110.38836
91185,39.615514,3.1118
91184,41.884244,-87.632444
91182,41.884244,-87.632444
91181,33.762303,-84.394008
91178,18.766999,99.026154
91175,43.817922,-110.705717
91163,43.817922,-110.705717
91161,34.089225,-80.161263
91160,43.817922,-110.705717
91155,53.348069,-6.248268
91154,53.185093,-8.146848
91151,36.398259,25.436166
91150,9.929744,-84.085688
91149,40.714545,-74.007112
91148,28.491834,76.995438
91147,-26.392207,-49.064184
91146,43.633468,-7.71581
91145,24.573206,73.738516
91144,41.47949,-73.220574
91143,24.795257,73.033958
91142,33.179029,-100.253378
91141,18.157782,-77.311223
91139,26.852995,75.826569
91137,26.852995,75.826569
91136,26.852995,75.826569
91135,44.420647,-110.391432
91134,44.568044,-110.38836
91133,44.568044,-110.38836
91118,22.058173,-159.524463
91117,22.058039,-159.524328
91116,21.459325,-157.973881
91115,20.790614,-156.33689
91114,21.459325,-157.973881
91113,20.790614,-156.33689
91112,21.459325,-157.973881
91111,32.505804,-80.804035
91110,21.459325,-157.973881
91103,44.571165,-76.203026
91100,39.906569,116.387642
91097,44.571165,-76.203026
91096,24.554433,-81.800365
91093,24.554433,-81.800365
91092,24.960284,-80.567877
91070,28.381438,-81.566094
91069,41.884244,-87.632444
91068,-33.907585,19.117425
91067,28.381438,-81.566094
91063,28.381438,-81.566094
91062,41.884244,-87.632444
91061,28.381438,-81.566094
91059,41.884244,-87.632444
91058,28.381438,-81.566094
91051,32.715689,-117.16172
91046,34.127169,-117.334771
91044,33.815467,-117.923689
91029,-34.082073,18.480564
91025,37.442649,25.329365
91024,39.347512,22.571618
91021,37.454208,25.374784
91020,39.347512,22.571618
91014,36.167834,-86.778155
91013,20.790614,-156.33689
91012,30.637904,-97.67701
91011,19.640122,-155.995674
91010,51.045,-114.0572222
91008,-28.515315,-71.045896
91007,32.778144,-96.795394
91006,-33.991469,18.426531
91002,-17.544435,-149.576088
91001,-39.371564,176.863376
90995,51.506426,-0.127183
90994,-35.258266,173.913264
90992,-36.794737,175.099705
90990,22.058039,-159.524328
90987,13.753343,100.504826
90986,22.058039,-159.524328
90985,43.603825,-110.735873
90984,22.058039,-159.524328
90983,43.587014,-110.827474
90982,13.753343,100.504826
90981,44.568044,-110.38836
90979,41.884244,-87.632444
90978,44.568044,-110.38836
90977,41.884244,-87.632444
90976,44.568044,-110.38836
90975,45.186417,-109.246987
90974,51.856147,4.37051
90973,-36.160528,148.880514
90971,34.865966,-111.763806
90970,1.277324,32.389979
90969,44.589784,-104.703363
90967,43.875465,-103.454013
90966,19.598514,-155.518552
90965,47.304193,8.514511
90963,43.782364,11.254983
90962,32.505804,-80.804035
90959,-6.296605,34.811765
90958,37.976146,23.736409
90954,19.598514,-155.518552
90952,21.459325,-157.973881
90945,41.884244,-87.632444
90943,15.377036,109.142343
90938,-45.031445,168.663285
90936,36.398259,25.436166
90935,14.092209,100.620196
90934,35.230697,24.845487
90931,13.818788,100.555517
90929,13.753343,100.504826
90927,20.878157,-156.677666
90926,20.790614,-156.33689
90925,9.974834,-84.193854
90924,20.782115,-156.463112
90923,20.794187,-156.484124
90921,22.058173,-159.524463
90920,22.058173,-159.524463
90919,32.505804,-80.804035
90918,20.790614,-156.33689
90905,20.878157,-156.677666
90904,38.932673,-76.478045
90903,21.0333333,105.85
90902,38.217128,-122.311986
90900,38.33286,-122.329638
90897,20.887646,-156.502234
90895,38.217128,-122.311986
90889,36.554427,-121.924417
90887,36.272484,-121.811139
90883,20.878157,-156.677666
90880,35.613964,-121.145281
90876,34.851349,62.030808
90867,22.28884,113.938529
90866,20.794187,-156.484124
90865,17.200542,-88.707071
90864,22.058039,-159.524328
90863,22.28884,113.938529
90861,22.28884,113.938529
90858,20.878157,-156.677666
90856,22.28884,113.938529
90855,51.506426,-0.127183
90853,20.878157,-156.677666
90852,38.464738,14.952934
90851,20.878157,-156.677666
90849,48.827798,2.367833
90848,37.310833,13.576544
90847,37.026576,15.074781
90845,38.121359,13.358433
90843,59.159096,10.264213
90839,34.127169,-117.334771
90833,37.588793,14.15276
90832,58.01958,-5.380783
90831,38.121359,13.358433
90828,39.750065,-121.607716
90826,24.960284,-80.567877
90825,39.750065,-121.607716
90823,24.960284,-80.567877
90822,4.04316,-75.254728
90809,24.573206,73.738516
90794,17.901997,-87.981879
90792,17.901997,-87.981879
90784,17.496565,-88.215495
90781,45.438108,12.318166
90779,17.496565,-88.215495
90778,17.145025,-88.690273
90777,17.145025,-88.690273
90775,17.145025,-88.690273
90774,17.145025,-88.690273
90772,51.506426,-0.127183
90771,32.92022,35.068755
90768,33.678927,-117.861238
90767,9.955527,76.292776
90766,9.955527,76.292776
90765,29.621596,-95.233287
90764,9.955527,76.292776
90763,10.156075,76.393001
90762,19.900942,75.487886
90761,20.531469,75.75032
90760,20.025527,75.165579
90759,20.025527,75.165579
90758,19.901554,75.320242
90757,19.896515,75.366425
90756,19.896515,75.366425
90755,19.896515,75.366425
90754,24.887074,74.644763
90753,24.573206,73.738516
90752,24.573206,73.738516
90751,24.579507,73.683979
90750,24.573206,73.738516
90749,24.573206,73.738516
90748,24.573206,73.738516
90747,25.099527,73.530187
90746,25.147452,73.582083
90745,51.506426,-0.127183
90743,28.608409,77.233833
90742,26.852995,75.826569
90741,26.852995,75.826569
90740,26.852995,75.826569
90739,26.852995,75.826569
90738,26.987603,75.854219
90737,26.852995,75.826569
90736,26.852995,75.826569
90735,27.081175,77.65111
90734,27.179754,78.042057
90732,27.213893,77.965376
90731,28.644979,77.216424
90730,28.608409,77.233833
90729,28.644979,77.216424
90728,28.644979,77.216424
90727,28.644979,77.216424
90725,28.644979,77.216424
90724,28.644979,77.216424
90723,33.678927,-117.861238
90721,38.157847,-83.217476
90716,36.538894,-81.578724
90715,-28.515315,-71.045896
90706,7.641643,80.691979
90704,-0.933385,100.398806
90702,-8.354976,115.115897
90701,-8.354976,115.115897
90700,-8.354976,115.115897
90698,51.506426,-0.127183
90697,-8.354976,115.115897
90695,51.498757,-0.147432
90694,53.00727,-2.247908
90692,49.114409,-123.152342
90691,51.496368,-0.144144
90686,41.48871,-71.454315
90685,41.48871,-71.454315
90684,41.48871,-71.454315
90682,41.48871,-71.454315
90681,9.976588,-84.842124
90680,40.427703,-3.669187
90678,9.929744,-84.085688
90677,9.929744,-84.085688
90676,9.929744,-84.085688
90675,9.929744,-84.085688
90674,9.929744,-84.085688
90668,9.974834,-84.193854
90666,9.974834,-84.193854
90665,9.974834,-84.193854
90663,-39.200558,175.542314
90662,-43.94792,170.50272
90661,22.052713,-159.333526
90660,22.077055,-159.317069
90659,17.496565,-88.215495
90658,40.09703,-84.351814
90657,37.51502,127.016463
90648,43.691946,-116.487974
90647,34.051249,-118.254143
90644,9.976588,-84.842124
90633,37.588793,14.15276
90632,21.459325,-157.973881
90630,41.903044,12.495799
90623,39.55023,-121.712316
90620,-26.131879,27.848708
90619,43.782364,11.254983
90618,43.782364,11.254983
90617,-26.131879,27.848708
90616,41.903044,12.495799
90615,48.747718,-122.462472
90613,47.608406,-122.340409
90612,42.344489,-122.11353
90611,19.318512,-81.24376
90610,48.534477,-123.016472
90609,18.411414,-77.100227
90608,43.782364,11.254983
90607,-26.131879,27.848708
90606,41.903044,12.495799
90605,-26.131879,27.848708
90604,28.739484,-98.179689
90602,45.438108,12.318166
90601,43.782364,11.254983
90598,41.903044,12.495799
90597,28.377339,-81.549187
90578,19.597126,-155.958834
90577,-45.031445,168.663285
90575,19.991851,-155.825892
90572,-41.714221,173.518976
90570,35.03798,-88.893984
90569,-45.031445,168.663285
90566,-42.524815,172.829222
90564,21.459325,-157.973881
90563,-41.714221,173.518976
90562,21.459325,-157.973881
90560,21.459325,-157.973881
90558,21.459325,-157.973881
90557,-43.94792,170.50272
90546,-39.466678,176.872369
90543,20.791154,-156.338121
90535,20.762303,-155.987068
90533,-44.668379,167.927897
90531,-43.94792,170.50272
90528,-43.94792,170.50272
90525,-43.94792,170.50272
90524,-43.94792,170.50272
90523,-43.94792,170.50272
90522,46.491739,30.73513
90518,41.903044,12.495799
90517,40.623675,14.372946
90516,40.623675,14.372946
90515,43.529151,12.16203
90514,43.529151,12.16203
90513,-43.94792,170.50272
90505,22.058173,-159.524463
90504,22.058039,-159.524328
90503,22.058173,-159.524463
90502,45.539267,-122.630645
90501,56.275019,-3.731512
90500,56.275019,-3.731512
90498,41.884244,-87.632444
90496,44.135655,9.684863
90495,51.506426,-0.127183
90494,-44.668379,167.927897
